tweet,label
"#Pilgub #jakarta live on 12 tv station  skali"" napa pilgub jatim gitu ",netral
Klo mas agus bagus nya jadi jendral aza #pilgub #Debat2PilkadaDKI #jakarta,positif
eh iya lupa aku kan ktp bandung harusnya ngga boleh ikut ngomongin perihal pilgub jakarta #logic,negatif
Kembali ke twitter tepat di debat kedua pilgub jakarta buat mendukung paslon no.2 walau bukan warga jakarta.. ,positif
Kenapa pilgub Jakarta selalu menarik diikuti bahkan dapat porsi besar di televisi? Mgkn krn Jakarta adlh semacam tolok ukur di Indonesia,positif
"Kesimpulan 
Debat Pilgub Jakarta #JilidDua
-----?
Memang berat melawan incumbent yg punya program yg berjalan non... http://fb.me/4ResbG7iF ",netral
"debat pilgub ringkas:
1: lo pilih gw aja gw pny duit
2: gw pengalaman lo sabar
3: indah teluk jakarta nyiur-nyiur melambai
#Debat2PilkadaDKI",negatif
"Bosen nonton debat pilgub jakarta, gak ada bacok2an nya...",negatif
Debat Pilgub DKI Jakarta,netral
"Bukan warga Jakarta, tapi se-excited ini nonton debat pilgub DKI",positif
aktor SIBI di pojok kanan bawah tv lebih aktif di debat pilgub jakarta daripada di aceh.,netral
"10 Hal Tentang Tina Talisa, Moderator Debat Kedua Pilgub Jakarta. https://womantalk.com/entertainment/articles/10-hal-tentang-tina-talisa-moderator-debat-kedua-pilgub-jakarta-ygP3K …",positif
"setelah sekian menyimak debat pilgub jakarta, kok saya tidak mudeng mudeng ya apa yang diperdebatkan. kalian gimana ?",negatif
Pilgub Jakarta tapi yang ribet se-Indonesia. Hmm,negatif
[FOTO] Debat Pilgub DKI Jakarta II http://bit.ly/2kAQ0vK  #Debat2PilkadaDKIpic.twitter.com/P8JVNiUUQ0,netral
Live Report Debat Calon Pilgub DKI: Begini Cara Anies-Sandi Atas Kemacetan Jakarta http://dlvr.it/NCzt1t ,positif
Di mana nyiur2 melambai di jakarta ya??   #pilgub,negatif
Debat Pilgub DKI Jakarta II http://dlvr.it/NCzrBz pic.twitter.com/zYMPPfLXXn,netral
[FOTO] Debat Pilgub DKI Jakarta II http://bit.ly/2kAQ0vK  #Debat2PilkadaDKIpic.twitter.com/dA5NpeFzZq,netral
"Walaupun gak nonton bareng Debat Pilgub DKI Jakarta, tapi tetap dukung #BaDja Semangat yg Nobar.. Ahok Djarot Kece #NobarRelawanAhok",positif
enaknya itu sambil lihatin debatnya Pilgub Jakarta makin Mak nyos hahhaa #nutehtarik,positif
"Retweeted Nicolas krisdianto (@KrisdianNico):

RT @Cery_Cerot: Nonton debat pilgub DKI Jakarta gak lupa votenya #MissUniverse #Indonesia",positif
Wwe Tag team championship triple threat match. (/debat ke-2 pilgub Jakarta),positif
Mayoritas tv nasional nyiarin debat pilgub DKI. Kita di daerah-daerah ini harus tau bener urusan jakarta kayaknya.,netral
Debat Pilgub DKI Jakarta II http://ift.tt/2kt5frh ,netral
Saya suka video @YouTube http://youtu.be/JCqOowR3VcQ?a  Live Debat Kedua Pilgub DKI Jakarta,positif
Kalo gue punya hak pilih di pilgub jakarta pasti pilih ahok deh #Debat2PilkadaDKI,positif
Nonton debat Pilgub Jakarta sambil twitt dan retwitt #MissUniverse #Indonesia,positif
"Nonton Politik heula
Debat Calon Pilgub DKI Jakarta 2017",positif
Debat kandidat pilgub jakarta #MissUniverse #Indonesia,positif
Debat Kandidat Pilgub DKI Jakarta ke dua.,positif
"nonton debat pilgub dki , paparan ahok_ jarot mantap , sayang q bukan orang jakarta",positif
"Siapapun Calon pasangan pilgub DKI Jakarta tetap menyampaikan pendapat yang lugas ,tegas ,sopan dan tetap adil
#Debat2PilkadaDKI",positif
"Pilgub nya di jakarta, tayangin seluruh #Indonesia tetep vote #MissUniverse",netral
sebegitu pentingkah pilgub jkt shg hampir semua tv nyiarin..aloooo indonesia bukan jakarta saja..pemerataan,negatif
#News Diam-Diam Antasari Hadir di Debat Pilgub DKI Jakarta Jilid Dua http://dlvr.it/NCzML9  #Assadiqulhaq,netral
Serunya debat pilgub jakarta ga kalah seru persaingan di #MissUniverse go go go #Indonesia,positif
"Mau menang Pilgub mah gampang, programnya 2 aja.
1. Skripsi khusus di DKI Jakarta hanya sampai Bab 2.
2. Harga tiket theater digratiskan.",positif
"Streaming Debat Pilgub  (w/ Dewi, mulana, & dea at Fakultas Ekonomi - Universitas Krisnadwipayana, Jakarta) — https://path.com/p/XujOm ",netral
Debat pilgub #Jakarta kembali menjadi trending topic tweps,positif
"Nyatanya, dunia nyata jauh lebih kondusif dari dunia maya. Jakarta ga sesumpek timeline mengenai pilgub.",positif
"Pilgub DKI ini adalah missi menyelamatkan Jakarta dan Kemanusiaannya, jangan sampai jatuh pada rasisme yg dibenarkan atas nama kebhinekaan",positif
Asyik dan konsentrasi serta mengomentari Debat PILGUB DKI Jakarta,positif
#Fokus Menyorot Jelang Debat Kedua Pilgub DKI Jakarta - CNN Indonesia http://dlvr.it/NCz6hR ,netral
Tina Talisa Minta Diajarin Sama Ira Koesno Perihal Debat Pilgub DKI Jakarta http://bit.ly/2jTEv3j pic.twitter.com/OBSiYWIj31,positif
"Skarang sdang debat pilgub jakarta ..

Saya yakin, gubernur jakarta yg terpilih pasti yg berinisial ' A ' ",positif
"Debat pilgub DKI Jakarta live di bbrp stasiun TV, dan bbrp channel youtube, dan bahkan line today. Atensi nya gokil jg ya utk pilgub hmmm",negatif
"Sambil nonton debat Pilgub DKI jakarta, vote untuk Kezia tetep jalan donk.. semangat terus kita pasti bisa melesat #MissUniverse #Indonesia",positif
"Falsafah Jowo ""ngluruk tanpo bolo,menang tanpo ngasorke""
Ora berlaku nang pilgub jakarta",netral
Debat Pilgub DKI Jakarta - KTP masih jakarta loh yahh jadi masih ada 2 suara dari rumah kami ha..ha...,positif
"Hadir Debat Pilgub DKI, Ini Sosok yang Didukung Antasari Azhar #Jakarta #AntasariAzhar #DebatCagub-CawagubDKI http://bit.ly/2jlYR3s ",netral
Waahhh... debat Pilgub Jakarta seru juga ya kalau suaranya di Mute.,positif
Lg nonton debat pilgub Jakarta? Coba bandingkan dgn debat pilgub Gorontalo kemarin.,netral
"Sing Pilgub loh Jakarta, sing ribet loh sak Indonesia ",negatif
ini aku lihat debat pilgub jakarta. tp jujur pemilihan bupati batang aja aku gak tahu siapa aja calonnya. ,netral
"[LIVE] DEBAT PUBLIK KEDUA “PILGUB DKI JAKARTA” - http://satumediatv.com/live-debat-publik-kedua-pilgub-dki-jakarta/ …
#Pilkada2017 #DebatPilgubDKI2017 #DKI #Jakarta #berita #Live",netral
"Debat pilgub DKI Jakarta; dan @Isnaini_kun sibuk ngingetin, pdhal saya bukan warga sana. Soalnya ada idola saya :))
U know me so well, Mb ",netral
Menurut anda pasangan mana yang memiliki program dan solusi  yang bagus dalam debat kedua Pilgub DKI Jakarta malam ini?  #Debat2PilkadaJKT,netral
Kalo ngomongin pilgub Jakarta mah w pilih ahok  ya walaupun gak pernah liat debat ato kegiatan dia..tapi kalo diliat sih emg cocok Pak ahok,positif
"Debat pilgub Jakarta voting untuk Kezia.
#MissUniverse #Indonesiapic.twitter.com/SbQ2Ldlz4M",positif
Perhatian akan pilgub ini sudah berlebihan. Emang cuman Jakarta doang Indonesia.,negatif
"Jadi Momentum PilGub DKI 2017 ini harusnya jadi momentum yg bener2 dimanfaatin buat mengatasi masalah di Jakarta, #AyoJawara1",positif
"@PKDJOKOTINGKIR  nobar debat kandidat pilgub DKI Jakarta,  bersama mengawal Ibu Kota  
Cc @LuqmanPKB pic.twitter.com/sjb1ODCnVy",positif
Debat pilgub jakarta leg 2,netral
"Huy..
Itu kan pilgub untuk warga Jakarta..
Ga usah sok rame
 — feeling crazy",negatif
"Sbg orang yg ber-KTP Jakarta, baru pindah ke Bekasi & kerja di Jakarta. Ku harus nonton debat pilgub ini. Gmn pun ttp warga Jakarta yaa :-)",positif
Start debat pilgub DKI jakarta,netral
"Meskipun bukan warga DKI Jakarta, saya tetap antusias nonton debat pilgub.",positif
Fokus pilgub DKI Jakarta dulu ,positif
"Nonton debat Pilgub, dan Cawagub DKI.Jakarta..!!",positif
"Mayan ada hiburan malam ini debat pilgub Jakarta. Yes, buat kita yg non-Jakarta ini hiburan semata ",positif
"Orang Riau nonton debat pilgub Jakarta,
itu sama aja kayak jomblo congek goda godain istri tentara.
Berat brader ",netral
debat sehat pilgub DKI Jakarta kedua.,positif
"Debat kedua Pilgub Jakarta...
Dalam teori pemilih, para pemilih rasional lah menanti rekam jejak dan gagasan para... http://fb.me/3iMcbvVOV ",netral
"Jelang debat pilgub DKI Jakarta ke:2, warga Jakarta siapa pilhan terbaik untuk DKI -1 -2017 ?",positif
"nunggu totontonan seru nih debat pilgub dki. 
yang seakan pilkada hanya jakarta padahal pilkada serentak dimana mana.. kacang mana kacang",positif
Nonton debat pilgub jakarta.,netral
Berita #Jakarta: Menyorot Jelang Debat Kedua Pilgub DKI Jakarta http://ow.ly/PbP85090cKh ,netral
Komunikasi Politik Tiga Paslon Pilgub DKI Dianggap Keluar Jalur #Jakarta #PilgubDKIJakarta #PilkadaSerentak2017 http://bit.ly/2jlVD03 ,negatif
Debat PilGuB jakarta jilid 2 tapi kenapa koq PilGuB Banten gak ada Jilid 2 juga yah???,netral
Waiting debat kedua pilgub DKI Jakarta.  #TetapAHOK #Debat2PilkadaDKI,netral
Saya suka video @YouTube dari @mytranstweet http://youtu.be/qyU-bNAJiXU?a  LIVE! DEBAT PILGUB DKI JAKARTA,positif
"Ini Tema Kedua Debat Pilgub DKI Jakarta, Siapa Yang Akan Diuntungkan? http://dlvr.it/NCwc1z ",netral
"Plt Gubernur DKI Jakarta, Sumarsono, wajibkan para pejabat Pemprov DKI tonton debat Pilgub. http://bit.ly/2jlFxU8 pic.twitter.com/EjBmmf8Paw",positif
"Debat Pilgub Jakarta #SeriDua
---------?
Pilgub Jakarta keluar aselinya. Para mantan #TurunGunung memberi... http://fb.me/1H7lRRA33 ",positif
"18.07 WIB : Kapolda Metro Jaya, Irjen Pol M Iriawan mengaku pengamanan debat kedua Pilgub DKI Jakarta tidak akan banyak perubahan (Boy)",positif
"Tata cata pencoblosan pilgub Jakarta.
1. Dibuka
2. Dilihat
3. Dicoblos
Jdi Pilgub Jakarta Memang tak ada Duanya...!
@BamsBulaksumur4 @AbRo08",positif
Siapa jagomu di pilgub dki jakarta kali ini ?,netral
"Siaran debat pilgub Jakarta nanti malam bisa nggak ya disiarkan hanya untuk lokal, nasional dan seluruh Indonesia kayaknya nggak perlu cmiiw",negatif
"Jadi...kalau yg pilgub jakarta ramenya sampek ponorogo.kalau salah satu dr mrka jadi,apa kontribusinya untk #ponorogo?",negatif
Menyorot Jelang Debat Kedua Pilgub DKI Jakarta http://dlvr.it/NCw0Hm pic.twitter.com/r9ay4tyJIv,netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvscN  #Politik #nhpic.twitter.com/rBnI1sfBQQ",netral
"Menjelang Pilgub & Cawagub DKI. Jakarta.Jangan Asal Pilih,Mari pilih dengan hati Nurani.Yg se -IMAN..!!! No.3 Oke Juga.!!! #CoblosAniesSandi",positif
#Fokus 1.800 Polisi Kawal Debat Pilgub Jakarta Nanti Malam - http://RMOL.CO  (Siaran Pers) http://dlvr.it/NCvlpp ,positif
"detikcom: 3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMI… https://twitter.com/i/web/status/824925153284886529 …",netral
"detikcom: 3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMI… https://twitter.com/i/web/status/824925153284886529 …",netral
"3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMING di… https://twitter.com/i/web/status/824925153284886529 …",netral
"3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMING di… https://twitter.com/i/web/status/824925153284886529 …",netral
"detikcom: 3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMI… https://twitter.com/i/web/status/824925153284886529 …",netral
"detikcom: 3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMI… https://twitter.com/i/web/status/824925153284886529 …",netral
"3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMING di… https://twitter.com/i/web/status/824925153284886529 …",netral
"3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMING di… https://twitter.com/i/web/status/824925153284886529 …",netral
"3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMING di… https://twitter.com/i/web/status/824925153284886529 …",netral
"3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMING di… https://twitter.com/i/web/status/824925153284886529 …",netral
"3 pasang cagub-cawagub DKI Jakarta kembali beradu gagasan. Saksikan Debat Pilgub malam ini, LIVE STREAMING di http://detik.com pic.twitter.com/bFszSAuCQC",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVLX pic.twitter.com/oF3Oh9vfum",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVQ7  #Politikpic.twitter.com/efXKBGrbJl",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVMZ pic.twitter.com/kbcgtcwi3Q",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVLc pic.twitter.com/btCPcnSrPK",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVF1  #Politik #nhpic.twitter.com/C7hvnqiTMI",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVDh pic.twitter.com/8aCegw1aUx",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVCf  #Politik #nhpic.twitter.com/EahmXEk4Qp",netral
"PILGUB SULSEL 2018: Relawan Jakarta Bergerak, Sebar Aksesori NH di Makassar http://dlvr.it/NCvVBp  #Politik #nhpic.twitter.com/LYJSIFgYK5",netral
Berita #Jakarta: 1.800 Polisi Kawal Debat Pilgub Jakarta Nanti Malam http://ow.ly/NMkO50902Ma ,positif
1.800 Polisi Kawal Debat Pilgub Jakarta Nanti Malam - http://RMOL.CO  (Siaran Pers) http://dlvr.it/NCvR9n pic.twitter.com/J5kdi3Ad6c,positif
"Jangan Lupa..!! Nanti Malam, pukul;19 : 25 wib.Nonton Debat Pilgub & Cawagub DKI.Jakarta part : 2 #CoblosAniesSandipic.twitter.com/RybEFjzDP9",positif
"Sebentar malam debat kandidat pilgub jakarta
#Ahok2Djarot",positif
1.800 Polisi Kawal Debat Pilgub Jakarta Nanti Malam http://dlvr.it/NCtkfp ,positif
[CPPS' News] POLICY CORNER: Migrasi dan Sentimen Agama dalam Pilgub Jakarta pic.twitter.com/i01nUI00qQ,netral
"Anak RP ikut debat pilgub:
moderator: ""apa visi anda membangun jakarta?bagaimana cra mengatasi bnjir?""
Anak RP: ""BACOT LU!"" cry~",negatif
"#Debat2PilkadaDKI #debat #PilgubJakarta #TinaTalisa

Debat akan berlangsung selama 2 jam 30 menit agar materi... http://fb.me/7xnij5OHV ",netral
Cc para paslon pilgub DKI Jakarta dan timses. Bs utk panduan debat nanti malam https://twitter.com/santidewi888/status/824899169907191809 …,netral
"RT OKJEK_NET: Hari ini kita gak tayang dulu yah,tp ada Ini_Talkshow yang gantiin kita. Abis itu ada Debat pilgub biar jakarta makin kece!",positif
"Pemilih di DKI Jakarta itu unik. Males memilih yg sama di tiap kesempatan pemilu berturut-turut. Pilgub juga gitu, dimulai dari Foke. :D",negatif
Tina Talisa Moderator Debat Pilgub DKI Jakarta 2017: http://youtu.be/j5woBK1eSEE?a  melalui @YouTube,netral
"Plis, Indonesia bukan hanya milik Jakarta. Gasemua orang suka dengan acara politik-..- kita olahragawan bukan politikus #indonesia #Pilgub",negatif
Desain panggung debat Pilgub DKI Jakarta berubah. http://bit.ly/2jaHI1s pic.twitter.com/qs5BPUp20J,netral
"Debat Kedua Pilgub DKI Jakarta, KPU Undang DPP Parpol http://dlvr.it/NCrVCN pic.twitter.com/v7PHbP3n5V",netral
Pilgub DKI Jakarta Sama Dg Pilgub Banten... caranya sama Intrik nya sama.. karakter Assassination,netral
#AHYSiapDebatSiapPimpinDKI siap menang pilgub Jakarta pic.twitter.com/zsbNqXZjNr,positif
OfficialiNewsTVTanggapan masyarakat mengenai jelang debat Pilgub DKI Jakarta - iNews Pagi 27/01: http://youtu.be/E1ipAyWasaI?a  via YouTube,positif
Tanggapan masyarakat mengenai jelang debat Pilgub DKI Jakarta - iNews Pagi 27/01: http://youtu.be/E1ipAyWasaI?a  via @YouTube,netral
OfficialiNewsTVLive Report : Priscilla S : jelang debat Pilgub DKI Jakarta - iNews Malam 26/01: http://youtu.be/EeH2uzwGRGo?a  via YouTube,netral
Live Report : Priscilla S : jelang debat Pilgub DKI Jakarta - iNews Malam 26/01: http://youtu.be/EeH2uzwGRGo?a  via @YouTube,netral
Persiapan Tina Talisa Jelang Debat Pilgub DKI Jakarta http://dlvr.it/NCr11b ,netral
Wawancara dg @elisa_jkt jelang debat ke-2 Pilgub DKI Jakarta. Komplit. Cc para paslon https://twitter.com/natashya_g/status/824855862611042306 …,netral
Polres Jaksel Turunkan Ribuan Personel Amankan Debat Kedua Pilgub DKI Jakarta http://www.tigapilarnews.com/berita/2017/01/27/94915-Polres-Jaksel-Turunkan-Ribuan-Personel-Amankan-Debat-Kedua-Pilgub-DKI-Jakarta …,positif
"Pilgub periode iki, aku ndukung #Ahok2Djarot sing menang. Pokoe kebijakane Ahok nggo Jakarta, aku maton setuju. Sbab aku wong Ponorogo. Hoho",positif
"Pilgub DKI 2017 untuk Orang Luar Jakarta, Mengapa Dibahas? http://www.mugniar.com/2017/01/pilgub-dki-2017-untuk-orang-luar-jakarta.html … #Arsipku",negatif
"Waspada Ahok dan penjajahan china di balik pilgub jakarta,selamatkan jakarta dari antek antek china,komunis https://twitter.com/liputan6dotcom/status/824830527425257472 …",negatif
Siapa pemenang pilgub jakarta https://twitter.com/sachastevenson/status/824804643532271616 …,netral
Sobat RDI gabung yuk di #obrolanekseizz terkait pilgub DKI 2017 bersama KPU kota Jakarta Pusata w/ @dailoploppic.twitter.com/hAhOQYiE0i,netral
#PopulerB1 #Megapolitan: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/Uuv2oXQvk3,netral
#PopulerB1 #Megapolitan: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/ChqzkDgfwP,netral
Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI http://beritaterkini21.com/sekda-minta-pns-dki-jakarta-bersikap-netral-di-pilgub-dki/ …pic.twitter.com/3HaGVAlhou,netral
yang paling mampu & siap membangun Jakarta... RT @gilang_orens @OrenBarat kirakira di final pilgub dki nanti siapa yg menang nih ndan???,positif
"Sedang cari mess u/anak2 tim Mata Garuda kita yg bertugas di jakarta s/d masa pilgub selesai nak  bbrp saya bs tampung di rmh, tp cma 7 kmr https://twitter.com/EkaRusdi1/status/824743921217523712 …",netral
#Fokus Hasil Survei Indikator untuk Pilgub DKI Jakarta - Indopos http://dlvr.it/NCf1yF ,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/U3paKlS6gE,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/2MtAXFRnBB,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/ZKpILkWZZP,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/xpzstABDQp,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/KFaKagapCK,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/0fcmEzi8yy,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/Qovdu5XoEW,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/C1PzOZLXWM,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/OmjAHKB8bC,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/Ag55sk1AqC,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/Zat64BpioU,netral
#PopulerB1 10: Pesan Tim Agus-Sylvi untuk Moderator Debat Kedua Pilgub Jakarta http://brt.st/5r48 pic.twitter.com/acq7zCtucQ,netral
#Fokus Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 - Okezone http://dlvr.it/NCc1qH ,netral
Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://dlvr.it/NCbWRW ,netral
Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://dlvr.it/NCbWMP ,netral
@info -  Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017,netral
KaskusBerita: Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 https://goo.gl/fb/P6R9Xu ,netral
#OelPranataTweet #FAV #ReTweet Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://dlvr.it/NCbKGn ,netral
KaskusBerita: Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 https://goo.gl/fb/P6R9Xu ,netral
#BeritaIndonesia Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://dlvr.it/NCbF4h  Via @Info_Pariwarapic.twitter.com/gpJXr6fQPu,netral
Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://dlvr.it/NCbBGb pic.twitter.com/4KifebwZWP,netral
Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://dlvr.it/NCb8xy pic.twitter.com/4oU9ToUvgS,netral
Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://okz.me/CXydy pic.twitter.com/rZdvKJwnW1,netral
Kepala Dinas di Pemprov DKI Jakarta Dipastikan Netral dalam Pilgub 2017 http://dlvr.it/NCZnmD pic.twitter.com/tFkxLGfpXk,netral
"Debat Ke-2 Pilgub Jakarta besok 27/1/17, Tina Talisa & Eko Prasodjo sbg pemandu.",netral
Berita #Jakarta: Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI http://ow.ly/5Zz2508Ynlg ,positif
"[..] Nantikan, Vox Pop untuk Pilgub Jakarta! Vox pop ini menghimpun pendapat-pendapat masyarakat tentang permasalahan di sekitar dan harapan",positif
trus ramelu pilgub? Ktpmu jakarta to? Aku neng bekasi. Dolan.o ndene,netral
KaskusBerita: Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI https://goo.gl/fb/6CeNK9  #Jabodetabek,positif
KaskusBerita: Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI https://goo.gl/fb/6CeNK9  #Jabodetabek,positif
KaskusBerita: Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI https://goo.gl/fb/6CeNK9  #Jabodetabek,positif
Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI https://goo.gl/fb/ANVsND ,positif
Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI https://goo.gl/fb/DHE39L ,positif
Siaran Langsung Live Streaming Debat Pilgub DKI Jakarta Jilid II Jumat 271/2017 http://dlvr.it/NCWYKV pic.twitter.com/TwXUGc3wh6,positif
#News: Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI http://ift.tt/2k4o8TO  | Sindo News,positif
"Plt Gubernur DKI, Sumarsono, memastikan PNS DKI Jakarta netral di Pilgub. http://bit.ly/2kwEtOd pic.twitter.com/dh4LZb8ts5",positif
BERITA: Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI http://metro.sindonews.com/read/1174523/171/sekda-minta-pns-dki-jakarta-bersikap-netral-di-pilgub-dki-1485429286 …,positif
Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI http://ift.tt/2k4o8TO ,positif
Sekda Minta PNS DKI Jakarta Bersikap Netral di Pilgub DKI http://sin.do/22rd ,positif
Survei Alvara: Ahok-Djarot Masih Unggul di Pilgub DKI Jakarta http://ln.is/www.tribunnews.com/m/hnFgC … lewat @tribunnews,positif
Hati-hati! Ajakan Tour Gratis & Pemaksaan tetap Bekerja pada Hari Pencoblosan Pilgub DKI Jakarta http://fb.me/4eZy6opeh ,netral
Pemilih muslim jakarta menjelang pilgub cek lagi DPT.. Orang Muslim pilih gubernur muslim itu juga demokratis. pic.twitter.com/PrHzZupXix,positif
[ARTIKEL BARU] Cantik dan Berprestasi! 7 Artis Ini Cocok Banget Jadi Moderator Debat Pilgub DKI Jakarta 2017… http://dlvr.it/NCRQgs pic.twitter.com/pgO1Kl7vDZ,netral
"Debat PILGUB DKI Jakarta sesi ke-2 besok, menurut km siapakah yg cocok km jadiin MODERATOR??
#CasualNFun",netral
Cantik dan Berprestasi! 7 Artis Ini Cocok Banget Jadi Moderator Debat Pilgub DKI Jakarta 2017 http://dlvr.it/NCRHhq pic.twitter.com/K1Kvo0cwaA,netral
Survei Alvara: Ahok-Djarot Masih Unggul di Pilgub DKI Jakarta http://www.tribunnews.com/metropolitan/2017/01/26/survei-alvara-ahok-djarot-masih-unggul-di-pilgub-dki-jakarta … via @tribunnews,positif
Survei Alvara: Ahok-Djarot Masih Unggul di Pilgub DKI Jakarta: Alvara Research… https://goo.gl/fb/Mld7RC  #infoTribun,positif
[ARTIKEL BARU] Cantik dan Berprestasi! 7 Artis Ini Cocok Banget Jadi Moderator Debat Pilgub DKI Jakarta 2017 http://bit.ly/2k6Kgxv pic.twitter.com/DXUxIcLArV,netral
Panglima TNI Jenderal Gatot Nurmantyo menegaskan TNI akan membantu kepolisian terkait pengamanan Pilgub DKI Jakarta 2017. #LintasPetangpic.twitter.com/WLb3iqzeLf,positif
#Fokus Survei Alvara: Ahok-Djarot Masih Unggul di Pilgub DKI Jakarta - Tribunnews http://dlvr.it/NCQmgq ,positif
